id,title,album,views,videos,tt_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,duration_mins
42WwtFZzZGTimVOkw6PnWg,Allah Allah Aghisna,Allah Allah Aghisna,36700,1,6.850085596946237e+18,55.0,0.712,0.455,11.0,-5.503,0.0,0.026,0.829,0.0,0.134,0.245,119.94,audio_features,spotify:track:42WwtFZzZGTimVOkw6PnWg,https://api.spotify.com/v1/tracks/42WwtFZzZGTimVOkw6PnWg,https://api.spotify.com/v1/audio-analysis/42WwtFZzZGTimVOkw6PnWg,239147.0,4.0,3.9857833333333335
3Zkx32NukRp1dCHkS52CEz,Doktorum Ol,ANKARA'DA ŞENLİK VAR,165300,1,6.913635090929846e+18,26.0,0.769,0.936,1.0,-6.895,1.0,0.0625,0.592,0.135,0.0825,0.959,91.064,audio_features,spotify:track:3Zkx32NukRp1dCHkS52CEz,https://api.spotify.com/v1/tracks/3Zkx32NukRp1dCHkS52CEz,https://api.spotify.com/v1/audio-analysis/3Zkx32NukRp1dCHkS52CEz,184893.0,4.0,3.08155
6CcJMwBtXByIz4zQLzFkKc,I Love You,내 연애의 모든 것 OST Part.3,2000000,1,6.653326516383911e+18,80.0,0.421,0.131,0.0,-18.435,1.0,0.0382,0.952,0.00453,0.109,0.12,137.446,audio_features,spotify:track:6CcJMwBtXByIz4zQLzFkKc,https://api.spotify.com/v1/tracks/6CcJMwBtXByIz4zQLzFkKc,https://api.spotify.com/v1/audio-analysis/6CcJMwBtXByIz4zQLzFkKc,291796.0,4.0,4.863266666666667
7f1Dmr246cJ9uQYdbplTbh,He Wasn't Man Enough,The Heat,24200,1,2.432832254002299e+17,68.0,0.739,0.947,11.0,-1.916,0.0,0.0411,0.00916,3.14e-05,0.326,0.766,88.009,audio_features,spotify:track:7f1Dmr246cJ9uQYdbplTbh,https://api.spotify.com/v1/tracks/7f1Dmr246cJ9uQYdbplTbh,https://api.spotify.com/v1/audio-analysis/7f1Dmr246cJ9uQYdbplTbh,261933.0,4.0,4.36555
33H4jpDv7tK6UxPukAiabA,Lover Like Me,Lover Like Me,473900,1,7.007710473349794e+18,67.0,0.681,0.636,1.0,-4.062,1.0,0.0639,0.00643,4.07e-06,0.227,0.459,157.976,audio_features,spotify:track:33H4jpDv7tK6UxPukAiabA,https://api.spotify.com/v1/tracks/33H4jpDv7tK6UxPukAiabA,https://api.spotify.com/v1/audio-analysis/33H4jpDv7tK6UxPukAiabA,177846.0,4.0,2.9641
6gBFPUFcJLzWGx4lenP6h2,goosebumps,Birds In The Trap Sing McKnight,20200000,3,2.42456861822763e+17,86.0,0.841,0.728,7.0,-3.37,1.0,0.0484,0.0847,0.0,0.149,0.43,130.049,audio_features,spotify:track:6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2,243837.0,4.0,4.06395
22ZeyHkqTh4wk4CcyQdX9H,Merdo,Merdo,153800,1,6.877710728237713e+18,47.0,0.473,0.27,11.0,-9.344,0.0,0.03,0.847,0.0,0.112,0.351,179.889,audio_features,spotify:track:22ZeyHkqTh4wk4CcyQdX9H,https://api.spotify.com/v1/tracks/22ZeyHkqTh4wk4CcyQdX9H,https://api.spotify.com/v1/audio-analysis/22ZeyHkqTh4wk4CcyQdX9H,358560.0,4.0,5.976
0VS4S0gQxratrggynLkidX,Snap It - Remix,Snap It - Remix,5200000,1,7.006032735622695e+18,58.0,0.824,0.637,6.0,-9.667,1.0,0.51,0.178,0.0,0.218,0.662,152.159,audio_features,spotify:track:0VS4S0gQxratrggynLkidX,https://api.spotify.com/v1/tracks/0VS4S0gQxratrggynLkidX,https://api.spotify.com/v1/audio-analysis/0VS4S0gQxratrggynLkidX,254277.0,4.0,4.23795
2RtodA9O20qR1GcAqzhWLy,Access,BYLAW EP,285100,1,6.717863315843844e+18,49.0,0.598,0.452,8.0,-9.68,0.0,0.244,0.479,0.00876,0.25,0.341,77.059,audio_features,spotify:track:2RtodA9O20qR1GcAqzhWLy,https://api.spotify.com/v1/tracks/2RtodA9O20qR1GcAqzhWLy,https://api.spotify.com/v1/audio-analysis/2RtodA9O20qR1GcAqzhWLy,225893.0,4.0,3.764883333333333
62PaSfnXSMyLshYJrlTuL3,Hello,Hello,981600,1,6.736152151866739e+18,77.0,0.578,0.43,5.0,-6.134,0.0,0.0305,0.33,0.0,0.0854,0.288,78.991,audio_features,spotify:track:62PaSfnXSMyLshYJrlTuL3,https://api.spotify.com/v1/tracks/62PaSfnXSMyLshYJrlTuL3,https://api.spotify.com/v1/audio-analysis/62PaSfnXSMyLshYJrlTuL3,295502.0,4.0,4.925033333333333
4w3R0GZ2rScJMKlgPJzHRq,Sonne,Sonne,111400,1,6.845294872354621e+18,60.0,0.51,0.917,4.0,-4.806,0.0,0.0854,0.0054,0.000133,0.396,0.313,75.098,audio_features,spotify:track:4w3R0GZ2rScJMKlgPJzHRq,https://api.spotify.com/v1/tracks/4w3R0GZ2rScJMKlgPJzHRq,https://api.spotify.com/v1/audio-analysis/4w3R0GZ2rScJMKlgPJzHRq,272440.0,4.0,4.540666666666667
1X1DWw2pcNZ8zSub3uhlNz,Hall of Fame (feat. will.i.am),Seize the Day! Your Morning Commute,407500,1,2.18492464741974e+17,69.0,0.421,0.873,10.0,-4.343,1.0,0.0564,0.0654,0.0,0.123,0.629,84.786,audio_features,spotify:track:1X1DWw2pcNZ8zSub3uhlNz,https://api.spotify.com/v1/tracks/1X1DWw2pcNZ8zSub3uhlNz,https://api.spotify.com/v1/audio-analysis/1X1DWw2pcNZ8zSub3uhlNz,202533.0,4.0,3.37555
0xLCa6dp0wmDUhkDGKzDpv,F.F.F. (feat. G-Eazy),All Your Fault: Pt. 1,3391,1,6.704943749677451e+18,57.0,0.771,0.688,7.0,-5.515,1.0,0.148,0.00954,0.0,0.0578,0.307,92.003,audio_features,spotify:track:0xLCa6dp0wmDUhkDGKzDpv,https://api.spotify.com/v1/tracks/0xLCa6dp0wmDUhkDGKzDpv,https://api.spotify.com/v1/audio-analysis/0xLCa6dp0wmDUhkDGKzDpv,202400.0,4.0,3.3733333333333335
5HcZTZ481UkdJy7At4wlqu,KENDİNE İNAN,KENDİNE İNAN,290500,1,7.014134947153725e+18,55.0,0.683,0.36,8.0,-12.2,0.0,0.0559,0.588,0.000438,0.154,0.173,100.011,audio_features,spotify:track:5HcZTZ481UkdJy7At4wlqu,https://api.spotify.com/v1/tracks/5HcZTZ481UkdJy7At4wlqu,https://api.spotify.com/v1/audio-analysis/5HcZTZ481UkdJy7At4wlqu,149850.0,4.0,2.4975
4ewmU8DuyuKZ6JL9BDB8oj,Indiana Jones (Main Theme),The Best of of 2019 Movie and Tv Soundtracks,86000,1,6.746787341630704e+18,13.0,0.328,0.344,5.0,-13.693,1.0,0.0405,0.932,0.893,0.462,0.187,122.77,audio_features,spotify:track:4ewmU8DuyuKZ6JL9BDB8oj,https://api.spotify.com/v1/tracks/4ewmU8DuyuKZ6JL9BDB8oj,https://api.spotify.com/v1/audio-analysis/4ewmU8DuyuKZ6JL9BDB8oj,282247.0,4.0,4.704116666666667
01IeX4hDcW0lwih4UiPGzc,Lej Flleshat,Patikat E Mia,10000000,1,6.850611264394103e+18,28.0,0.753,0.822,2.0,-5.961,1.0,0.0703,0.0807,0.0,0.339,0.916,149.978,audio_features,spotify:track:01IeX4hDcW0lwih4UiPGzc,https://api.spotify.com/v1/tracks/01IeX4hDcW0lwih4UiPGzc,https://api.spotify.com/v1/audio-analysis/01IeX4hDcW0lwih4UiPGzc,214800.0,4.0,3.58
5m1i6hq7dmRlp3c1utE48L,Suiheisen,Suiheisen,335800,1,6.99316349891825e+18,76.0,0.419,0.75,10.0,-3.546,1.0,0.0316,0.011,0.0,0.159,0.436,145.867,audio_features,spotify:track:5m1i6hq7dmRlp3c1utE48L,https://api.spotify.com/v1/tracks/5m1i6hq7dmRlp3c1utE48L,https://api.spotify.com/v1/audio-analysis/5m1i6hq7dmRlp3c1utE48L,285396.0,4.0,4.7566
2iq82WAvz7Vun1rrKtybP2,We are in four (Hep Yek 4 Original Soundtrack),We are in four (Hep Yek 4 Original Soundtrack),416100,1,7.016350919113591e+18,24.0,0.959,0.699,0.0,-6.946,1.0,0.092,0.0578,8.2e-06,0.0447,0.416,119.978,audio_features,spotify:track:2iq82WAvz7Vun1rrKtybP2,https://api.spotify.com/v1/tracks/2iq82WAvz7Vun1rrKtybP2,https://api.spotify.com/v1/audio-analysis/2iq82WAvz7Vun1rrKtybP2,152004.0,4.0,2.5334
24jg1DbZgIwIBwascANUo0,Machafouhach,Machafouhach,9700000,1,6.893051704225384e+18,55.0,0.755,0.82,6.0,-7.953,1.0,0.0374,0.134,5.51e-06,0.185,0.6,104.983,audio_features,spotify:track:24jg1DbZgIwIBwascANUo0,https://api.spotify.com/v1/tracks/24jg1DbZgIwIBwascANUo0,https://api.spotify.com/v1/audio-analysis/24jg1DbZgIwIBwascANUo0,294524.0,4.0,4.908733333333333
6oWJWbyCXVPvV6922cgMTL,เธอเชื่อเรื่องพรหมลิขิตหรือเปล่า - Live,The Luckiest Boy And The Luckiest Fans - Live,296500,1,6.815839953491069e+18,17.0,0.533,0.196,6.0,-17.303,1.0,0.0381,0.561,0.000383,0.313,0.149,134.567,audio_features,spotify:track:6oWJWbyCXVPvV6922cgMTL,https://api.spotify.com/v1/tracks/6oWJWbyCXVPvV6922cgMTL,https://api.spotify.com/v1/audio-analysis/6oWJWbyCXVPvV6922cgMTL,242228.0,4.0,4.037133333333333
24BNgrtp6Fag4M5BQPEgsV,End Of The Road,Legacy: The Greatest Hits Collection - Deluxe Edition,8700000,1,6.929505462551316e+18,70.0,0.373,0.717,1.0,-5.833,0.0,0.083,0.0568,0.0,0.114,0.293,109.977,audio_features,spotify:track:24BNgrtp6Fag4M5BQPEgsV,https://api.spotify.com/v1/tracks/24BNgrtp6Fag4M5BQPEgsV,https://api.spotify.com/v1/audio-analysis/24BNgrtp6Fag4M5BQPEgsV,162981.0,5.0,2.71635
3ERKToNdESwDyXwAbCrx35,Свеча,Свеча,112700,1,6.928814783453989e+18,23.0,0.476,0.442,0.0,-4.83,0.0,0.0313,0.864,0.0,0.105,0.152,127.895,audio_features,spotify:track:3ERKToNdESwDyXwAbCrx35,https://api.spotify.com/v1/tracks/3ERKToNdESwDyXwAbCrx35,https://api.spotify.com/v1/audio-analysis/3ERKToNdESwDyXwAbCrx35,266328.0,4.0,4.4388
6Q1KlB6kpTwPKspzSzYhKV,Among Us Trap Remix (Among Us Drip Theme),Among Us Trap Remix (Among Us Drip Theme),1700000,1,6.989107560137624e+18,63.0,0.753,0.274,1.0,-24.999,1.0,0.234,0.132,0.793,0.0873,0.444,93.99,audio_features,spotify:track:6Q1KlB6kpTwPKspzSzYhKV,https://api.spotify.com/v1/tracks/6Q1KlB6kpTwPKspzSzYhKV,https://api.spotify.com/v1/audio-analysis/6Q1KlB6kpTwPKspzSzYhKV,61962.0,4.0,1.0327
7HqcgYRi5J0eL6sjoSQStn,Bebeklerin Bebeğidir,Kara Zindan,120800,1,6.719224325863377e+18,14.0,0.747,0.857,9.0,-4.801,0.0,0.0419,0.199,2.39e-05,0.257,0.904,139.988,audio_features,spotify:track:7HqcgYRi5J0eL6sjoSQStn,https://api.spotify.com/v1/tracks/7HqcgYRi5J0eL6sjoSQStn,https://api.spotify.com/v1/audio-analysis/7HqcgYRi5J0eL6sjoSQStn,184738.0,4.0,3.0789666666666666
4UGntS5bG3SAAoEI0awMDg,Anoixe Petra,I Megali Othoni,42200,1,6.952008918428027e+18,28.0,0.496,0.468,0.0,-10.13,0.0,0.0321,0.735,1.56e-06,0.219,0.373,122.466,audio_features,spotify:track:4UGntS5bG3SAAoEI0awMDg,https://api.spotify.com/v1/tracks/4UGntS5bG3SAAoEI0awMDg,https://api.spotify.com/v1/audio-analysis/4UGntS5bG3SAAoEI0awMDg,207547.0,3.0,3.4591166666666666
1GRl3wo5GFteHoaThKIbbI,Viking,Exodus,90800,1,6.709397307416119e+18,43.0,0.371,0.963,7.0,-2.85,0.0,0.125,0.00319,0.0,0.448,0.371,108.724,audio_features,spotify:track:1GRl3wo5GFteHoaThKIbbI,https://api.spotify.com/v1/tracks/1GRl3wo5GFteHoaThKIbbI,https://api.spotify.com/v1/audio-analysis/1GRl3wo5GFteHoaThKIbbI,242990.0,3.0,4.049833333333333
3Ase3jvjv2RYIa92MMfu82,내꺼하자,Over The TOP,77500,1,6.960568328105265e+18,52.0,0.688,0.926,10.0,-3.027,0.0,0.0607,0.00194,0.0,0.0936,0.756,129.985,audio_features,spotify:track:3Ase3jvjv2RYIa92MMfu82,https://api.spotify.com/v1/tracks/3Ase3jvjv2RYIa92MMfu82,https://api.spotify.com/v1/audio-analysis/3Ase3jvjv2RYIa92MMfu82,206653.0,4.0,3.4442166666666667
7gDP8PZquH6EL7gMukdAwy,Пару тыщ,Улыбайтесь!,48600,1,6.853378855080561e+18,0.0,0.798,0.976,8.0,-2.754,1.0,0.113,0.201,0.000115,0.198,0.962,139.98,audio_features,spotify:track:7gDP8PZquH6EL7gMukdAwy,https://api.spotify.com/v1/tracks/7gDP8PZquH6EL7gMukdAwy,https://api.spotify.com/v1/audio-analysis/7gDP8PZquH6EL7gMukdAwy,198643.0,4.0,3.3107166666666665
1kVxhanLzuWfbs5rZck8Xq,Anlayamaz Kimse Bu Aşkı,Beşiktaş Şampiyonluk Marşları (Deluxe),153900,1,6.819383611549026e+18,36.0,0.63,0.882,7.0,-6.099,0.0,0.0777,0.143,0.0,0.248,0.618,119.874,audio_features,spotify:track:1kVxhanLzuWfbs5rZck8Xq,https://api.spotify.com/v1/tracks/1kVxhanLzuWfbs5rZck8Xq,https://api.spotify.com/v1/audio-analysis/1kVxhanLzuWfbs5rZck8Xq,249907.0,4.0,4.165116666666667
4aarlAfLKVCTxUDNgbwhjH,Cry Baby,Cry Baby,183300,1,6.952776848619096e+18,74.0,0.957,0.437,11.0,-7.882,1.0,0.359,0.00402,0.0,0.219,0.616,130.058,audio_features,spotify:track:4aarlAfLKVCTxUDNgbwhjH,https://api.spotify.com/v1/tracks/4aarlAfLKVCTxUDNgbwhjH,https://api.spotify.com/v1/audio-analysis/4aarlAfLKVCTxUDNgbwhjH,137984.0,4.0,2.299733333333333
0f5yQttJS5nNxRAleF4kZO,Hãy Trao Cho Anh,Hãy Trao Cho Anh,115800,1,6.739929722395822e+18,55.0,0.715,0.724,3.0,-4.854,0.0,0.0425,0.0897,0.000269,0.157,0.818,96.014,audio_features,spotify:track:0f5yQttJS5nNxRAleF4kZO,https://api.spotify.com/v1/tracks/0f5yQttJS5nNxRAleF4kZO,https://api.spotify.com/v1/audio-analysis/0f5yQttJS5nNxRAleF4kZO,245659.0,4.0,4.094316666666667
7ygpwy2qP3NbrxVkHvUhXY,Wonder,Wonder,49300,1,7.020669936678734e+18,78.0,0.375,0.893,2.0,-4.097,1.0,0.0406,0.000509,0.0,0.187,0.434,174.323,audio_features,spotify:track:7ygpwy2qP3NbrxVkHvUhXY,https://api.spotify.com/v1/tracks/7ygpwy2qP3NbrxVkHvUhXY,https://api.spotify.com/v1/audio-analysis/7ygpwy2qP3NbrxVkHvUhXY,258773.0,4.0,4.312883333333334
2et3Zp775i4JqsTVeH1Pm0,by her feat. 茂千代,Salve,82300,1,6.910389616075868e+18,44.0,0.682,0.305,7.0,-8.843,1.0,0.0958,0.766,0.0735,0.0879,0.273,86.604,audio_features,spotify:track:2et3Zp775i4JqsTVeH1Pm0,https://api.spotify.com/v1/tracks/2et3Zp775i4JqsTVeH1Pm0,https://api.spotify.com/v1/audio-analysis/2et3Zp775i4JqsTVeH1Pm0,237533.0,4.0,3.9588833333333335
7AjNK6tsFlifXvfQwSpouX,Nasaan Ka,Best of Roel Cortez & Best of Willy Garte Collection,1898,1,6.703161122813381e+18,35.0,0.682,0.245,0.0,-15.962,0.0,0.029,0.482,0.00208,0.101,0.594,112.725,audio_features,spotify:track:7AjNK6tsFlifXvfQwSpouX,https://api.spotify.com/v1/tracks/7AjNK6tsFlifXvfQwSpouX,https://api.spotify.com/v1/audio-analysis/7AjNK6tsFlifXvfQwSpouX,217173.0,3.0,3.61955
1ddxqZGFM00vtzhAflKkTW,No Nut November,No Nut November,85400,1,6.890449935527856e+18,49.0,0.659,0.852,11.0,-7.18,0.0,0.291,0.0879,0.0,0.445,0.889,175.031,audio_features,spotify:track:1ddxqZGFM00vtzhAflKkTW,https://api.spotify.com/v1/tracks/1ddxqZGFM00vtzhAflKkTW,https://api.spotify.com/v1/audio-analysis/1ddxqZGFM00vtzhAflKkTW,162220.0,4.0,2.703666666666667
2hgoa5Pk0aySmuwNhRdJfH,Ta Papakia Sti Seira,Paidiko Karnavali Me Ta Zouzounia,215500,1,6.709398693478402e+18,16.0,0.765,0.82,5.0,-3.717,1.0,0.264,0.113,7.89e-06,0.626,0.973,187.826,audio_features,spotify:track:2hgoa5Pk0aySmuwNhRdJfH,https://api.spotify.com/v1/tracks/2hgoa5Pk0aySmuwNhRdJfH,https://api.spotify.com/v1/audio-analysis/2hgoa5Pk0aySmuwNhRdJfH,117440.0,4.0,1.9573333333333334
4MEbsiZ3Sl81PR2mqBP6xF,Live Is Life (Live Version),Tonight At The Opera,220200,1,6.831000249994054e+18,37.0,0.649,0.96,9.0,-4.876,0.0,0.13,0.0286,0.0,0.995,0.503,93.924,audio_features,spotify:track:4MEbsiZ3Sl81PR2mqBP6xF,https://api.spotify.com/v1/tracks/4MEbsiZ3Sl81PR2mqBP6xF,https://api.spotify.com/v1/audio-analysis/4MEbsiZ3Sl81PR2mqBP6xF,283707.0,4.0,4.72845
2kZocGEo0ovZ9OkvmGmFNS,Wiggin' out,Baby Boom Boutique,300400,1,6.774430476015782e+18,38.0,0.842,0.589,8.0,-9.727,0.0,0.356,0.0649,0.0,0.137,0.721,147.931,audio_features,spotify:track:2kZocGEo0ovZ9OkvmGmFNS,https://api.spotify.com/v1/tracks/2kZocGEo0ovZ9OkvmGmFNS,https://api.spotify.com/v1/audio-analysis/2kZocGEo0ovZ9OkvmGmFNS,192640.0,4.0,3.2106666666666666
1aDLUzCyYpRXgrjwUWzV2X,Lazy,Tasty,95800,2,7.006337038102301e+18,65.0,0.633,0.831,4.0,-5.053,1.0,0.0461,0.0401,0.693,0.117,0.243,127.397,audio_features,spotify:track:1aDLUzCyYpRXgrjwUWzV2X,https://api.spotify.com/v1/tracks/1aDLUzCyYpRXgrjwUWzV2X,https://api.spotify.com/v1/audio-analysis/1aDLUzCyYpRXgrjwUWzV2X,354360.0,4.0,5.906
6y6jbcPG4Yn3Du4moXaenr,idfc,dead,70400,1,6.734562011130104e+18,80.0,0.63,0.5,1.0,-8.755,0.0,0.0611,0.611,4.04e-05,0.114,0.315,144.871,audio_features,spotify:track:6y6jbcPG4Yn3Du4moXaenr,https://api.spotify.com/v1/tracks/6y6jbcPG4Yn3Du4moXaenr,https://api.spotify.com/v1/audio-analysis/6y6jbcPG4Yn3Du4moXaenr,245172.0,4.0,4.0862
7vRriwrloYVaoAe3a9wJHe,"I Hate You, I Love You",2016 Love Songs,63700,1,6.709399650736015e+18,79.0,0.492,0.275,6.0,-13.4,0.0,0.3,0.687,0.0,0.101,0.18,92.6,audio_features,spotify:track:7vRriwrloYVaoAe3a9wJHe,https://api.spotify.com/v1/tracks/7vRriwrloYVaoAe3a9wJHe,https://api.spotify.com/v1/audio-analysis/7vRriwrloYVaoAe3a9wJHe,251034.0,4.0,4.1839
6df7JchAflHG1eZdv7pdF5,Happy Birthday (Song for Children),Happy Birthday (Song for Children),129500,2,6.810062439317522e+18,40.0,0.484,0.518,2.0,-7.776,1.0,0.0638,0.627,4.93e-05,0.352,0.569,153.272,audio_features,spotify:track:6df7JchAflHG1eZdv7pdF5,https://api.spotify.com/v1/tracks/6df7JchAflHG1eZdv7pdF5,https://api.spotify.com/v1/audio-analysis/6df7JchAflHG1eZdv7pdF5,100533.0,4.0,1.67555
6wqJeItl3Vc3az4ZicSQAB,Before I Forget,The Studio Album Collection (1999 - 2008),31000,1,6.704964114696931e+18,75.0,0.291,0.974,6.0,-2.997,0.0,0.171,0.0177,5.44e-06,0.886,0.348,134.724,audio_features,spotify:track:6wqJeItl3Vc3az4ZicSQAB,https://api.spotify.com/v1/tracks/6wqJeItl3Vc3az4ZicSQAB,https://api.spotify.com/v1/audio-analysis/6wqJeItl3Vc3az4ZicSQAB,278600.0,4.0,4.6433333333333335
0z3WXu8NBUDOOLlLqFU6qT,Touch Me (I Want Your Body),Touch Me,37700,1,2.3239046018555494e+17,50.0,0.63,0.84,9.0,-4.707,0.0,0.0383,0.162,7.06e-06,0.0887,0.537,104.882,audio_features,spotify:track:0z3WXu8NBUDOOLlLqFU6qT,https://api.spotify.com/v1/tracks/0z3WXu8NBUDOOLlLqFU6qT,https://api.spotify.com/v1/audio-analysis/0z3WXu8NBUDOOLlLqFU6qT,225987.0,4.0,3.76645
76ys7PRbxO9JTmMAPDQkSB,To Prosklitirio,Mia Vradia Sti Fantasia,34700,1,6.703201797487462e+18,24.0,0.566,0.412,8.0,-10.774,1.0,0.0298,0.658,1.61e-05,0.0792,0.52,93.875,audio_features,spotify:track:76ys7PRbxO9JTmMAPDQkSB,https://api.spotify.com/v1/tracks/76ys7PRbxO9JTmMAPDQkSB,https://api.spotify.com/v1/audio-analysis/76ys7PRbxO9JTmMAPDQkSB,218533.0,4.0,3.6422166666666667
2C28HcRWO8sjszm6KG3UJ7,The Shire: Concerning Hobbits (From Lord of the Rings),The Dark Crystal:themes From Epic Fantasy Films And Television Series,35400,1,6.791379316836927e+18,31.0,0.275,0.199,2.0,-19.265,1.0,0.0371,0.284,0.773,0.123,0.0862,75.723,audio_features,spotify:track:2C28HcRWO8sjszm6KG3UJ7,https://api.spotify.com/v1/tracks/2C28HcRWO8sjszm6KG3UJ7,https://api.spotify.com/v1/audio-analysis/2C28HcRWO8sjszm6KG3UJ7,143958.0,4.0,2.3993
4UpdeTHfEav3FRzkSuWhmX,Deck the Halls,Merry Christmas Classics,52400,1,6.812724496508701e+18,15.0,0.607,0.522,4.0,-10.068,1.0,0.0279,0.235,0.0,0.129,0.887,162.081,audio_features,spotify:track:4UpdeTHfEav3FRzkSuWhmX,https://api.spotify.com/v1/tracks/4UpdeTHfEav3FRzkSuWhmX,https://api.spotify.com/v1/audio-analysis/4UpdeTHfEav3FRzkSuWhmX,119120.0,4.0,1.9853333333333334
3Jeuq00qPscAtFNx9XdSRV,Ta Psihologika Mou,Ta Psihologika Mou,42800,1,6.737793561871256e+18,2.0,0.738,0.922,9.0,-2.764,0.0,0.0478,0.728,3.73e-06,0.33,0.92,130.062,audio_features,spotify:track:3Jeuq00qPscAtFNx9XdSRV,https://api.spotify.com/v1/tracks/3Jeuq00qPscAtFNx9XdSRV,https://api.spotify.com/v1/audio-analysis/3Jeuq00qPscAtFNx9XdSRV,192826.0,4.0,3.213766666666667
1fWITNjgwmKEonjikQUaa1,Avançada,Avançada,57700,1,6.862091602215569e+18,57.0,0.602,0.9,8.0,-1.507,1.0,0.13,0.04,0.0,0.386,0.752,149.616,audio_features,spotify:track:1fWITNjgwmKEonjikQUaa1,https://api.spotify.com/v1/tracks/1fWITNjgwmKEonjikQUaa1,https://api.spotify.com/v1/audio-analysis/1fWITNjgwmKEonjikQUaa1,115200.0,4.0,1.92
6JahIfXh9EjMagdIij5IUE,Don't Go Yet 1,Don't Go Yet 1,4800000,1,7.025652652897733e+18,4.0,0.354,0.0235,3.0,-23.234,1.0,0.0388,0.958,5.32e-05,0.0856,0.154,86.113,audio_features,spotify:track:6JahIfXh9EjMagdIij5IUE,https://api.spotify.com/v1/tracks/6JahIfXh9EjMagdIij5IUE,https://api.spotify.com/v1/audio-analysis/6JahIfXh9EjMagdIij5IUE,160000.0,4.0,2.6666666666666665
6flARrZr5uWWh1dWD6phGQ,Cartoon Sound Effects - Set#19,Cartoon Sound Effects Volume#1,289900,2,6.836225463564634e+18,0.0,0.0,0.969,8.0,-11.239,0.0,0.0,0.902,0.607,0.164,0.0,0.0,audio_features,spotify:track:6flARrZr5uWWh1dWD6phGQ,https://api.spotify.com/v1/tracks/6flARrZr5uWWh1dWD6phGQ,https://api.spotify.com/v1/audio-analysis/6flARrZr5uWWh1dWD6phGQ,11493.0,0.0,0.19155
5OKyxyYQ8hSLunKlrFGl4M,La Casa De Papel (Money Heist) - My Life Is Going On - Main Theme,La Casa De Papel (Money Heist) - My Life Is Going On - Main Theme,98200,1,6.89141507630616e+18,38.0,0.64,0.35,6.0,-15.378,0.0,0.028,0.651,0.00019,0.111,0.351,99.888,audio_features,spotify:track:5OKyxyYQ8hSLunKlrFGl4M,https://api.spotify.com/v1/tracks/5OKyxyYQ8hSLunKlrFGl4M,https://api.spotify.com/v1/audio-analysis/5OKyxyYQ8hSLunKlrFGl4M,212550.0,4.0,3.5425
358bOvBiZCS9fRzNYosw6c,Like a Boy,The Evolution,203600,1,2.527410553795625e+17,66.0,0.701,0.724,0.0,-5.751,0.0,0.145,0.267,0.0,0.0867,0.425,132.035,audio_features,spotify:track:358bOvBiZCS9fRzNYosw6c,https://api.spotify.com/v1/tracks/358bOvBiZCS9fRzNYosw6c,https://api.spotify.com/v1/audio-analysis/358bOvBiZCS9fRzNYosw6c,237053.0,4.0,3.9508833333333335
7eKR6JDJZXyyNtVBcanxj3,Den Teriazete Sou Leo,Alkoolikes I Nihtes,36400,1,5.000000001299167e+18,44.0,0.681,0.834,1.0,-8.131,1.0,0.0615,0.0488,0.0,0.077,0.922,98.992,audio_features,spotify:track:7eKR6JDJZXyyNtVBcanxj3,https://api.spotify.com/v1/tracks/7eKR6JDJZXyyNtVBcanxj3,https://api.spotify.com/v1/audio-analysis/7eKR6JDJZXyyNtVBcanxj3,232316.0,4.0,3.8719333333333332
0C1EAA1EfgtzFWT5BhnHoz,To Kyma - Themis G. Remix,To Kyma - Themis G. Remix,37700,1,6.709414281563081e+18,25.0,0.648,0.902,8.0,-3.67,0.0,0.0343,0.0396,0.000107,0.0923,0.5,121.961,audio_features,spotify:track:0C1EAA1EfgtzFWT5BhnHoz,https://api.spotify.com/v1/tracks/0C1EAA1EfgtzFWT5BhnHoz,https://api.spotify.com/v1/audio-analysis/0C1EAA1EfgtzFWT5BhnHoz,242213.0,4.0,4.036883333333333
6c9JGhWjQgGydAxlS49f8Y,Vailli,Nain (Chite Suit Te),31300,1,5.000000000518527e+18,51.0,0.683,0.503,4.0,-11.036,0.0,0.366,0.687,0.0,0.394,0.726,89.863,audio_features,spotify:track:6c9JGhWjQgGydAxlS49f8Y,https://api.spotify.com/v1/tracks/6c9JGhWjQgGydAxlS49f8Y,https://api.spotify.com/v1/audio-analysis/6c9JGhWjQgGydAxlS49f8Y,148349.0,4.0,2.4724833333333334
2KmekxjP1hlWoOkmebLd7o,Death Note Opening,Death Note Opening,30900,1,6.803050628772792e+18,30.0,0.383,0.63,2.0,-11.979,0.0,0.034,4.09e-06,0.00644,0.351,0.483,94.966,audio_features,spotify:track:2KmekxjP1hlWoOkmebLd7o,https://api.spotify.com/v1/tracks/2KmekxjP1hlWoOkmebLd7o,https://api.spotify.com/v1/audio-analysis/2KmekxjP1hlWoOkmebLd7o,226045.0,4.0,3.7674166666666666
